DATE,MIGRATION                               ,STGPOOL BACKUP                          ,OFFSITE RECLAMATION                     ,RECLAMATION                             ,SW MIGRATION                            
2021-11-07 12:56:34,101.5,86.9375,0.0,0,0
2021-11-07 13:57:41,0.0,86.9375,0.0,0,0
2021-11-07 16:05:02,0.0,184.6875,0.0,0,0
2021-11-07 17:02:53,0.0,86.9375,0.0,0,0
2021-11-07 20:00:15,76.0625,86.9375,0.0,0,0
2021-11-07 20:56:41,0.0,86.9375,0.0,0,0
2021-11-07 22:05:22,0.0,102.1171875,0.0,0,0
2021-11-07 22:30:58,0.0,86.9375,0.0,0,0
2021-11-07 22:54:14,0.0,51.03125,0.0,0,0
2021-11-07 23:50:28,0.0,95.5,0.0,0,0
2021-11-08 04:00:13,226.75,95.5,0.0,0,0
2021-11-08 04:00:13,375.0,95.5,0.0,0,0
2021-11-08 04:00:13,438.28125,95.5,0.0,0,0
2021-11-08 04:00:13,711.53125,95.5,0.0,0,0
2021-11-08 04:16:11,438.28125,95.5,0.0,0,0
2021-11-08 04:55:16,375.0,95.5,0.0,0,0
2021-11-08 04:55:25,226.75,95.5,0.0,0,0
2021-11-08 07:03:26,0.0,95.5,0.0,0,0
2021-11-08 10:05:02,0.0,214.0,0.0,0,0
2021-11-08 10:56:38,0.0,169.53125,0.0,0,0
2021-11-08 11:14:06,0.0,51.03125,0.0,0,0
2021-11-08 11:50:09,0.0,109.90625,0.0,0,0
2021-11-08 12:00:09,62.59375,109.90625,0.0,0,0
2021-11-08 12:00:09,183.71875,109.90625,0.0,0,0
2021-11-08 12:00:09,412.09375,109.90625,0.0,0,0
2021-11-08 12:12:09,183.71875,109.90625,0.0,0,0
2021-11-08 12:20:40,62.59375,109.90625,0.0,0,0
2021-11-08 12:55:10,0.0,109.90625,0.0,0,0
2021-11-08 14:34:35,0.0,109.90625,47.6875,0,0
2021-11-08 14:34:35,0.0,109.90625,75.421875,0,0
2021-11-08 14:34:35,0.0,109.90625,150.796875,0,0
2021-11-08 14:50:49,0.0,109.90625,75.421875,0,0
2021-11-08 15:07:47,0.0,109.90625,47.6875,0,0
2021-11-08 15:27:28,0.0,109.90625,0.0,0,0
2021-11-08 16:05:23,0.0,175.65625,0.0,0,0
2021-11-08 16:43:11,0.0,109.90625,0.0,0,0
2021-11-08 20:00:06,66.5,109.90625,0.0,0,0
2021-11-08 20:00:06,271.625,109.90625,0.0,0,0
2021-11-08 20:00:06,475.5,109.90625,0.0,0,0
2021-11-08 20:23:22,271.625,109.90625,0.0,0,0
2021-11-08 20:25:05,66.5,109.90625,0.0,0,0
2021-11-08 20:57:02,0.0,109.90625,0.0,0,0
2021-11-08 22:51:29,0.0,51.03125,0.0,0,0
2021-11-08 23:50:19,0.0,93.0,0.0,0,0
2021-11-09 04:00:08,274.5,93.0,0.0,0,0
2021-11-09 04:00:08,305.046875,93.0,0.0,0,0
2021-11-09 04:00:08,327.34375,93.0,0.0,0,0
2021-11-09 04:57:03,305.046875,93.0,0.0,0,0
2021-11-09 04:59:13,274.5,93.0,0.0,0,0
2021-11-09 05:53:08,0.0,93.0,0.0,0,0
2021-11-09 10:05:28,0.0,134.03125,0.0,0,0
2021-11-09 10:49:25,0.0,93.0,0.0,0,0
2021-11-09 10:50:19,0.0,51.03125,0.0,0,0
2021-11-09 11:50:04,0.0,72.828125,0.0,0,0
2021-11-09 12:00:05,58.03125,72.828125,0.0,0,0
2021-11-09 12:00:05,129.53125,72.828125,0.0,0,0
2021-11-09 12:00:05,310.40625,72.828125,0.0,0,0
2021-11-09 12:27:59,129.53125,72.828125,0.0,0,0
2021-11-09 12:55:06,58.03125,72.828125,0.0,0,0
2021-11-09 12:55:51,0.0,72.828125,0.0,0,0
2021-11-09 14:38:13,0.0,51.03125,0.0,0,0
2021-11-09 16:05:19,0.0,75.8125,0.0,0,0
2021-11-09 18:15:55,0.0,51.03125,0.0,0,0
2021-11-09 20:00:03,46.125,51.03125,0.0,0,0
2021-11-09 20:00:03,112.125,51.03125,0.0,0,0
2021-11-09 20:00:03,308.25,51.03125,0.0,0,0
2021-11-09 20:00:03,526.625,51.03125,0.0,0,0
2021-11-09 20:17:14,308.25,51.03125,0.0,0,0
2021-11-09 20:55:04,242.25,51.03125,0.0,0,0
2021-11-09 20:58:11,46.125,51.03125,0.0,0,0
2021-11-09 22:05:10,46.125,276.15625,0.0,0,0
2021-11-09 22:55:47,46.125,51.03125,0.0,0,0
2021-11-09 23:50:17,46.125,102.0,0.0,0,0
2021-11-10 01:50:41,0.0,102.0,0.0,0,0
2021-11-10 04:00:02,278.0,102.0,0.0,0,0
2021-11-10 04:00:02,337.40625,102.0,0.0,0,0
2021-11-10 04:00:02,379.9375,102.0,0.0,0,0
2021-11-10 04:55:15,337.40625,102.0,0.0,0,0
2021-11-10 05:05:53,278.0,102.0,0.0,0,0
2021-11-10 06:00:18,0.0,102.0,0.0,0,0
2021-11-10 09:44:58,0.0,51.03125,0.0,0,0
2021-11-10 10:05:21,0.0,145.71875,0.0,0,0
2021-11-10 10:46:39,0.0,51.03125,0.0,0,0
2021-11-10 11:50:27,0.0,114.53125,0.0,0,0
2021-11-10 12:00:28,82.8125,114.53125,0.0,0,0
2021-11-10 12:40:19,82.8125,51.03125,0.0,0,0
2021-11-10 12:48:49,0.0,51.03125,0.0,0,0
2021-11-10 16:17:36,0.0,0.0,0.0,0,0
2021-11-10 20:00:24,187.375,0.0,0.0,0,0
2021-11-10 20:00:24,292.9375,0.0,0.0,0,0
2021-11-10 20:00:24,466.6875,0.0,0.0,0,0
2021-11-10 20:00:24,702.3125,0.0,0.0,0,0
2021-11-10 20:12:16,466.6875,0.0,0.0,0,0
2021-11-10 20:55:34,361.125,0.0,0.0,0,0
2021-11-10 20:55:42,187.375,0.0,0.0,0,0
2021-11-10 21:38:30,0.0,0.0,0.0,0,0
2021-11-10 22:05:01,0.0,126.3125,0.0,0,0
2021-11-10 23:21:04,0.0,0.0,0.0,0,0
2021-11-10 23:50:07,0.0,24.953125,0.0,0,0
2021-11-11 04:00:22,208.5,24.953125,0.0,0,0
2021-11-11 04:00:23,280.5,24.953125,0.0,0,0
2021-11-11 04:00:23,437.875,24.953125,0.0,0,0
2021-11-11 04:55:24,280.5,24.953125,0.0,0,0
2021-11-11 04:55:25,208.5,24.953125,0.0,0,0
2021-11-11 06:43:43,0.0,24.953125,0.0,0,0
2021-11-11 08:05:05,0.0,119.578125,0.0,0,0
2021-11-11 10:05:12,0.0,229.828125,0.0,0,0
2021-11-11 10:17:08,0.0,119.578125,0.0,0,0
2021-11-11 10:17:13,0.0,24.953125,0.0,0,0
2021-11-11 10:17:42,0.0,0.0,0.0,0,0
2021-11-11 11:50:18,0.0,42.34375,0.0,0,0
2021-11-11 12:00:19,129.125,42.34375,0.0,0,0
2021-11-11 12:00:19,222.125,42.34375,0.0,0,0
2021-11-11 12:00:19,373.875,42.34375,0.0,0,0
2021-11-11 12:13:07,222.125,42.34375,0.0,0,0
2021-11-11 12:13:54,222.125,0.0,0.0,0,0
2021-11-11 12:55:22,129.125,0.0,0.0,0,0
2021-11-11 12:55:27,0.0,0.0,0.0,0,0
2021-11-11 13:36:02,0.0,0.0,8.09375,0,0
2021-11-11 14:39:45,0.0,0.0,0.0,0,0
2021-11-11 16:05:02,0.0,25.546875,0.0,0,0
2021-11-11 17:08:27,0.0,0.0,0.0,0,0
2021-11-11 17:10:07,0.0,68.5,0.0,0,0
2021-11-11 18:05:53,0.0,0.0,0.0,0,0
2021-11-11 20:00:15,184.5,0.0,0.0,0,0
2021-11-11 20:00:15,381.25,0.0,0.0,0,0
2021-11-11 20:00:15,434.4375,0.0,0.0,0,0
2021-11-11 20:00:15,613.1875,0.0,0.0,0,0
2021-11-11 20:20:58,434.4375,0.0,0.0,0,0
2021-11-11 20:55:16,381.25,0.0,0.0,0,0
2021-11-11 20:55:22,184.5,0.0,0.0,0,0
2021-11-11 22:05:22,184.5,220.375,0.0,0,0
2021-11-11 22:38:37,0.0,220.375,0.0,0,0
2021-11-11 23:35:29,0.0,0.0,0.0,0,0
2021-11-11 23:50:28,0.0,61.3125,0.0,0,0
2021-11-12 04:00:15,161.625,61.3125,0.0,0,0
2021-11-12 04:00:15,301.625,61.3125,0.0,0,0
2021-11-12 04:00:15,387.6875,61.3125,0.0,0,0
2021-11-12 04:43:28,301.625,61.3125,0.0,0,0
2021-11-12 04:55:35,161.625,61.3125,0.0,0,0
2021-11-12 07:49:16,0.0,61.3125,0.0,0,0
2021-11-12 08:05:28,0.0,185.0,0.0,0,0
2021-11-12 10:05:05,0.0,240.75,0.0,0,0
2021-11-12 10:50:55,0.0,179.4375,0.0,0,0
2021-11-12 11:50:11,0.0,241.375,0.0,0,0
2021-11-12 12:00:12,20.25,241.375,0.0,0,0
2021-11-12 12:00:12,62.28125,241.375,0.0,0,0
2021-11-12 12:00:12,172.28125,241.375,0.0,0,0
2021-11-12 12:24:05,172.28125,185.625,0.0,0,0
2021-11-12 12:55:33,152.03125,185.625,0.0,0,0
2021-11-12 12:55:43,42.03125,185.625,0.0,0,0
2021-11-12 13:11:05,0.0,185.625,0.0,0,0
2021-11-12 15:12:21,0.0,185.625,9.171875,0,0
2021-11-12 15:12:21,0.0,185.625,20.6640625,0,0
2021-11-12 15:12:21,0.0,185.625,49.3359375,0,0
2021-11-12 15:26:43,0.0,185.625,20.6640625,0,0
2021-11-12 15:57:11,0.0,185.625,9.171875,0,0
2021-11-12 16:05:26,0.0,330.125,9.171875,0,0
2021-11-12 16:16:59,0.0,330.125,0.0,0,0
2021-11-12 16:47:42,0.0,185.625,0.0,0,0
2021-11-12 20:00:09,60.15625,185.625,0.0,0,0
2021-11-12 20:00:09,127.90625,185.625,0.0,0,0
2021-11-12 21:25:14,60.15625,185.625,0.0,0,0
2021-11-12 22:52:27,60.15625,123.6875,0.0,0,0
2021-11-12 23:50:21,60.15625,185.53125,0.0,0,0
2021-11-13 04:00:09,235.40625,185.53125,0.0,0,0
2021-11-13 07:34:12,60.15625,185.53125,0.0,0,0
2021-11-13 08:29:20,0.0,185.53125,0.0,0,0
2021-11-13 10:53:39,0.0,123.6875,0.0,0,0
2021-11-13 11:50:04,0.0,167.25,0.0,0,0
2021-11-13 12:00:05,115.8125,167.25,0.0,0,0
2021-11-13 12:00:05,273.0625,167.25,0.0,0,0
2021-11-13 12:55:12,157.25,167.25,0.0,0,0
2021-11-13 13:01:51,0.0,167.25,0.0,0,0
2021-11-13 16:05:18,0.0,270.4375,0.0,0,0
2021-11-13 17:39:27,0.0,167.25,0.0,0,0
2021-11-13 20:00:01,172.625,167.25,0.0,0,0
2021-11-13 20:00:01,398.375,167.25,0.0,0,0
2021-11-13 20:34:52,172.625,167.25,0.0,0,0
2021-11-13 20:55:02,0.0,167.25,0.0,0,0
2021-11-13 22:05:08,0.0,246.0,0.0,0,0
2021-11-13 22:52:00,0.0,202.4375,0.0,0,0
2021-11-13 23:50:14,0.0,237.9375,0.0,0,0
2021-11-14 00:05:41,0.0,159.1875,0.0,0,0
2021-11-14 04:00:00,166.0,159.1875,0.0,0,0
2021-11-14 04:00:00,332.625,159.1875,0.0,0,0
2021-11-14 04:00:00,408.75,159.1875,0.0,0,0
2021-11-14 04:00:00,549.5,159.1875,0.0,0,0
2021-11-14 04:55:01,473.375,159.1875,0.0,0,0
2021-11-14 04:55:02,332.625,159.1875,0.0,0,0
2021-11-14 08:25:34,166.0,159.1875,0.0,0,0
2021-11-14 10:05:20,166.0,229.875,0.0,0,0
2021-11-14 10:52:04,166.0,194.375,0.0,0,0
2021-11-14 11:34:47,0.0,194.375,0.0,0,0
2021-11-14 11:50:27,0.0,257.25,0.0,0,0
2021-11-14 11:54:57,0.0,186.5625,0.0,0,0
2021-11-14 12:00:27,78.1875,186.5625,0.0,0,0
2021-11-14 12:00:27,160.9375,186.5625,0.0,0,0
2021-11-14 12:55:32,78.1875,186.5625,0.0,0,0
2021-11-14 12:55:48,0.0,186.5625,0.0,0,0
2021-11-14 16:05:11,0.0,313.25,0.0,0,0
2021-11-14 16:39:20,0.0,186.5625,0.0,0,0
2021-11-14 20:00:23,90.4375,186.5625,0.0,0,0
2021-11-14 20:00:23,127.8125,186.5625,0.0,0,0
2021-11-14 20:00:23,434.5625,186.5625,0.0,0,0
2021-11-14 20:19:15,127.8125,186.5625,0.0,0,0
2021-11-14 20:55:00,90.4375,186.5625,0.0,0,0
2021-11-14 20:57:40,0.0,186.5625,0.0,0,0
2021-11-14 22:05:00,0.0,230.125,0.0,0,0
2021-11-14 22:51:22,0.0,167.25,0.0,0,0
2021-11-14 23:50:06,0.0,195.75,0.0,0,0
2021-11-15 00:03:55,0.0,152.1875,0.0,0,0
2021-11-15 04:00:22,154.25,152.1875,0.0,0,0
2021-11-15 04:00:22,215.3125,152.1875,0.0,0,0
2021-11-15 04:40:50,154.25,152.1875,0.0,0,0
2021-11-15 04:55:28,0.0,152.1875,0.0,0,0
2021-11-15 06:26:15,1109.0,152.1875,0.0,0,0
2021-11-15 07:07:32,0.0,152.1875,0.0,0,0
2021-11-15 10:05:11,0.0,276.25,0.0,0,0
2021-11-15 11:02:31,0.0,247.75,0.0,0,0
2021-11-15 11:13:40,0.0,123.6875,0.0,0,0
2021-11-15 11:50:17,0.0,170.28125,0.0,0,0
2021-11-15 12:00:18,20.09375,170.28125,0.0,0,0
2021-11-15 12:00:18,110.78125,170.28125,0.0,0,0
2021-11-15 12:00:18,159.90625,170.28125,0.0,0,0
2021-11-15 12:36:46,159.90625,123.6875,0.0,0,0
2021-11-15 12:37:02,159.90625,0.0,0.0,0,0
2021-11-15 12:52:08,69.21875,0.0,0.0,0,0
2021-11-15 12:55:21,49.125,0.0,0.0,0,0
2021-11-15 12:55:29,0.0,0.0,0.0,0,0
2021-11-15 16:05:02,0.0,74.3125,0.0,0,0
2021-11-15 16:41:30,0.0,0.0,0.0,0,0
2021-11-15 16:57:43,0.0,0.0,27.09375,0,0
2021-11-15 16:57:43,0.0,0.0,44.40625,0,0
2021-11-15 16:57:43,0.0,0.0,63.609375,0,0
2021-11-15 17:24:33,0.0,0.0,44.40625,0,0
2021-11-15 17:31:58,0.0,0.0,27.09375,0,0
2021-11-15 18:07:03,0.0,0.0,0.0,0,0
2021-11-15 20:00:15,70.1875,0.0,0.0,0,0
2021-11-15 20:00:15,284.6875,0.0,0.0,0,0
2021-11-15 20:13:21,70.1875,0.0,0.0,0,0
2021-11-15 20:51:20,0.0,0.0,0.0,0,0
2021-11-15 23:50:27,0.0,56.65625,0.0,0,0
2021-11-16 04:00:12,147.25,56.65625,0.0,0,0
2021-11-16 04:00:12,321.0,56.65625,0.0,0,0
2021-11-16 04:00:12,409.8125,56.65625,0.0,0,0
2021-11-16 04:56:12,321.0,56.65625,0.0,0,0
2021-11-16 05:01:09,147.25,56.65625,0.0,0,0
2021-11-16 07:37:56,0.0,56.65625,0.0,0,0
2021-11-16 08:05:25,0.0,153.59375,0.0,0,0
2021-11-16 09:53:34,0.0,96.9375,0.0,0,0
2021-11-16 09:53:42,0.0,0.0,0.0,0,0
2021-11-16 11:50:09,0.0,8.109375,0.0,0,0
2021-11-16 12:00:09,72.3125,8.109375,0.0,0,0
2021-11-16 12:00:09,159.4375,8.109375,0.0,0,0
2021-11-16 12:00:09,430.6875,8.109375,0.0,0,0
2021-11-16 12:13:15,159.4375,8.109375,0.0,0,0
2021-11-16 12:51:39,87.125,8.109375,0.0,0,0
2021-11-16 12:55:10,0.0,8.109375,0.0,0,0
2021-11-16 13:32:54,0.0,0.0,0.0,0,0
2021-11-16 16:05:23,0.0,187.25,0.0,0,0
2021-11-16 17:27:33,0.0,0.0,0.0,0,0
2021-11-16 20:00:06,94.25,0.0,0.0,0,0
2021-11-16 20:00:06,324.625,0.0,0.0,0,0
2021-11-16 20:12:33,94.25,0.0,0.0,0,0
2021-11-16 20:55:27,0.0,0.0,0.0,0,0
2021-11-16 22:05:12,0.0,116.625,0.0,0,0
2021-11-16 22:49:56,0.0,0.0,0.0,0,0
2021-11-16 23:50:18,0.0,39.8125,0.0,0,0
2021-11-17 04:00:04,192.5,39.8125,0.0,0,0
2021-11-17 04:00:04,192.5,39.8125,0.0,0,0
2021-11-17 04:00:04,356.5,39.8125,0.0,0,0
2021-11-17 04:00:04,548.125,39.8125,0.0,0,0
2021-11-17 04:19:10,356.5,39.8125,0.0,0,0
2021-11-17 04:55:12,192.5,39.8125,0.0,0,0
2021-11-17 04:56:00,192.5,39.8125,0.0,0,0
2021-11-17 06:58:00,0.0,39.8125,0.0,0,0
2021-11-17 08:05:16,0.0,148.6875,0.0,0,0
2021-11-17 10:05:23,0.0,190.53125,0.0,0,0
2021-11-17 10:51:54,0.0,150.71875,0.0,0,0
2021-11-17 11:50:00,0.0,180.40625,0.0,0,0
2021-11-17 12:00:01,29.859375,180.40625,0.0,0,0
2021-11-17 13:18:05,29.859375,180.40625,20.71875,0,0
2021-11-17 13:18:05,29.859375,180.40625,29.359375,0,0
2021-11-17 13:18:05,29.859375,180.40625,34.5390625,0,0
2021-11-17 13:29:04,0.0,180.40625,34.5390625,0,0
2021-11-17 13:41:21,0.0,138.5625,34.5390625,0,0
2021-11-17 14:17:44,0.0,138.5625,25.8984375,0,0
2021-11-17 14:25:48,0.0,138.5625,20.71875,0,0
2021-11-17 14:41:41,0.0,138.5625,0.0,0,0
2021-11-17 20:00:27,182.625,138.5625,0.0,0,0
2021-11-17 20:00:27,203.09375,138.5625,0.0,0,0
2021-11-17 20:00:27,339.84375,138.5625,0.0,0,0
2021-11-17 20:28:31,203.09375,138.5625,0.0,0,0
2021-11-17 20:55:30,20.46875,138.5625,0.0,0,0
2021-11-17 20:55:59,0.0,138.5625,0.0,0,0
2021-11-17 22:05:03,0.0,239.1875,0.0,0,0
2021-11-17 22:57:58,0.0,209.5,0.0,0,0
2021-11-17 23:44:59,0.0,108.875,0.0,0,0
2021-11-17 23:50:10,0.0,160.90625,0.0,0,0
2021-11-18 04:00:26,180.0,160.90625,0.0,0,0
2021-11-18 04:00:26,217.25,160.90625,0.0,0,0
2021-11-18 04:00:26,381.375,160.90625,0.0,0,0
2021-11-18 04:55:39,217.25,160.90625,0.0,0,0
2021-11-18 04:56:59,180.0,160.90625,0.0,0,0
2021-11-18 07:23:35,0.0,160.90625,0.0,0,0
2021-11-18 10:05:15,0.0,342.78125,0.0,0,0
2021-11-18 10:53:19,0.0,290.75,0.0,0,0
2021-11-18 10:55:03,0.0,108.875,0.0,0,0
2021-11-18 11:50:21,0.0,170.25,0.0,0,0
2021-11-18 12:00:22,116.6875,170.25,0.0,0,0
2021-11-18 12:00:22,200.0,170.25,0.0,0,0
2021-11-18 12:55:23,83.3125,170.25,0.0,0,0
2021-11-18 12:55:56,0.0,170.25,0.0,0,0
2021-11-18 13:12:24,0.0,170.25,103.5625,0,0
2021-11-18 13:12:24,0.0,170.25,111.9296875,0,0
2021-11-18 13:36:33,0.0,170.25,8.3671875,0,0
2021-11-18 13:54:19,0.0,170.25,0.0,0,0
2021-11-18 16:05:05,0.0,277.1875,0.0,0,0
2021-11-18 17:05:07,0.0,170.25,0.0,0,0
2021-11-18 20:00:18,200.625,170.25,0.0,0,0
2021-11-18 20:00:18,356.25,170.25,0.0,0,0
2021-11-18 20:00:18,474.875,170.25,0.0,0,0
2021-11-18 20:00:18,610.5,170.25,0.0,0,0
2021-11-18 20:19:38,409.875,170.25,0.0,0,0
2021-11-18 20:23:45,254.25,170.25,0.0,0,0
2021-11-18 20:55:19,118.625,170.25,0.0,0,0
2021-11-18 20:55:48,0.0,170.25,0.0,0,0
2021-11-18 22:05:25,0.0,259.9375,0.0,0,0
2021-11-18 22:55:40,0.0,198.5625,0.0,0,0
2021-11-18 23:18:51,0.0,108.875,0.0,0,0
2021-11-18 23:50:01,0.0,167.3125,0.0,0,0
2021-11-19 04:00:17,259.0,167.3125,0.0,0,0
2021-11-19 04:00:17,418.25,167.3125,0.0,0,0
2021-11-19 04:00:17,498.75,167.3125,0.0,0,0
2021-11-19 04:55:33,418.25,167.3125,0.0,0,0
2021-11-19 05:00:03,259.0,167.3125,0.0,0,0
2021-11-19 06:27:57,0.0,167.3125,0.0,0,0
2021-11-19 10:05:07,0.0,295.0625,0.0,0,0
2021-11-19 10:51:37,0.0,236.625,0.0,0,0
2021-11-19 11:19:35,0.0,108.875,0.0,0,0
2021-11-19 11:50:13,0.0,167.46875,0.0,0,0
2021-11-19 12:00:14,67.0,167.46875,0.0,0,0
2021-11-19 12:00:15,75.609375,167.46875,0.0,0,0
2021-11-19 12:44:44,8.609375,167.46875,0.0,0,0
2021-11-19 12:55:38,0.0,167.46875,0.0,0,0
2021-11-19 20:00:11,113.1875,167.46875,0.0,0,0
2021-11-19 20:00:11,133.375,167.46875,0.0,0,0
2021-11-19 20:00:11,293.125,167.46875,0.0,0,0
2021-11-19 20:00:11,421.125,167.46875,0.0,0,0
2021-11-19 20:38:45,307.9375,167.46875,0.0,0,0
2021-11-19 20:55:22,287.75,167.46875,0.0,0,0
2021-11-19 20:57:43,128.0,167.46875,0.0,0,0
2021-11-19 22:05:18,128.0,243.90625,0.0,0,0
2021-11-19 22:53:02,128.0,185.3125,0.0,0,0
2021-11-19 23:50:24,128.0,228.03125,0.0,0,0
2021-11-20 00:05:29,128.0,151.59375,0.0,0,0
2021-11-20 02:56:55,0.0,151.59375,0.0,0,0
2021-11-20 04:00:10,109.0,151.59375,0.0,0,0
2021-11-20 04:00:10,115.8984375,151.59375,0.0,0,0
2021-11-20 04:00:10,383.8984375,151.59375,0.0,0,0
2021-11-20 04:55:29,274.8984375,151.59375,0.0,0,0
2021-11-20 04:56:06,268.0,151.59375,0.0,0,0
2021-11-20 06:22:59,0.0,151.59375,0.0,0,0
2021-11-20 10:05:29,0.0,184.90625,0.0,0,0
2021-11-20 10:17:04,0.0,151.59375,0.0,0,0
2021-11-20 11:09:10,0.0,108.875,0.0,0,0
2021-11-20 11:50:05,0.0,141.15625,0.0,0,0
2021-11-20 12:00:05,164.875,141.15625,0.0,0,0
2021-11-20 12:00:05,183.859375,141.15625,0.0,0,0
2021-11-20 12:55:15,18.984375,141.15625,0.0,0,0
2021-11-20 12:59:08,0.0,141.15625,0.0,0,0
2021-11-20 16:05:19,0.0,219.53125,0.0,0,0
2021-11-20 18:01:20,0.0,141.15625,0.0,0,0
2021-11-20 20:00:02,104.4375,141.15625,0.0,0,0
2021-11-20 20:00:02,259.8125,141.15625,0.0,0,0
2021-11-20 20:55:04,155.375,141.15625,0.0,0,0
2021-11-20 20:55:24,0.0,141.15625,0.0,0,0
2021-11-20 22:05:09,0.0,208.90625,0.0,0,0
2021-11-20 22:51:12,0.0,176.625,0.0,0,0
2021-11-20 23:50:15,0.0,215.9375,0.0,0,0
2021-11-21 00:12:08,0.0,148.1875,0.0,0,0
2021-11-21 04:00:01,271.5,148.1875,0.0,0,0
2021-11-21 04:00:01,289.203125,148.1875,0.0,0,0
2021-11-21 04:00:01,460.328125,148.1875,0.0,0,0
2021-11-21 04:38:44,188.828125,148.1875,0.0,0,0
2021-11-21 04:55:07,171.125,148.1875,0.0,0,0
2021-11-21 04:56:58,0.0,148.1875,0.0,0,0
2021-11-21 10:05:20,0.0,265.25,0.0,0,0
